telemetry_id,driver_id,delivery_id,session_id,timestamp,latitude,longitude,altitude_m,heading_degrees,speed_mph,gps_accuracy_m,hard_brake_event,rapid_acceleration_event,sharp_turn_event,speeding_event,phone_interaction_event,device_type,app_version,battery_pct,network_type,signal_strength_dbm,delivery_status,estimated_arrival_min,distance_to_destination_mi,on_time_flag,weather_condition,temperature_f,traffic_condition,time_of_day_segment,trip_distance_elapsed_mi,idle_time_sec,safety_score,earnings_per_mile
TEL-E74640343099,DRV-1000,,SES-D904EBE7,2025-03-07T05:39:00.000Z,33.040956,-96.660246,164.3,0.0,0.0,11.3,False,False,False,False,False,ios,4.1.2,79,3G,-73,idle,0.0,0.0,True,clear,45.0,light,breakfast,0.0,24,100,3.04
TEL-1FB610DD6CCD,DRV-1015,PR-240627-RFRT7AZ,SES-5BD09E41,2025-03-05T18:45:00.000Z,32.773633,-96.810081,144.1,344.6,22.7,17.9,False,False,False,False,False,android,4.1.2,37,LTE,-65,en_route_to_restaurant,0.1,0.024,True,fog,86.8,moderate,dinner,0.698,0,100,2.9
TEL-7B4549BD77A9,DRV-1008,PR-240716-8CSZWHU,SES-3F0B1AC9,2025-03-05T12:52:00.000Z,32.963128,-96.78878,130.6,0.0,0.0,5.5,False,False,False,False,True,android,4.2.0,44,5G,-86,waiting_at_restaurant,0.0,0.0,True,rain,101.1,light,lunch,1.494,7,73,3.55
TEL-97F3E02863D0,DRV-1000,PR-240617-Q14CEXS,SES-86ECC979,2025-03-07T23:28:30.000Z,32.944382,-96.635634,157.9,11.1,14.0,9.3,False,False,False,False,False,ios,4.1.2,93,wifi,-98,en_route_to_customer,7.8,1.82,True,rain,90.2,moderate,late_night,0.876,0,100,2.6
TEL-9CE97A382AFB,DRV-1009,PR-240721-JFPTGVF,SES-14059468,2025-03-04T07:55:00.000Z,32.9399,-96.632138,139.7,159.1,9.6,16.3,False,False,False,False,False,android,4.2.1,95,3G,-101,en_route_to_restaurant,5.9,0.944,True,clear,78.4,heavy,breakfast,0.08,0,100,1.68
TEL-CD36EDFF24C0,DRV-1017,PR-240808-46BMT8G,SES-DB9F86DB,2025-03-04T16:14:00.000Z,32.753686,-96.805421,127.4,0.0,0.0,12.3,False,False,False,False,False,android,4.1.2,42,wifi,-96,waiting_at_restaurant,0.0,0.0,True,clear,54.9,light,dinner,1.499,3,100,3.06
TEL-2603D1D86316,DRV-1010,PR-240702-2WDHCA9,SES-2A644230,2025-03-07T10:33:30.000Z,33.057416,-96.635873,169.4,0.0,0.0,15.1,False,False,False,False,False,ios,4.2.0,66,LTE,-65,delivered,0.0,0.0,True,clear,89.3,light,breakfast,2.83,0,100,3.64
TEL-FACBFC43DFCB,DRV-1002,PR-240803-MXP8QZ7,SES-4163283C,2025-03-02T16:37:30.000Z,33.058056,-96.667991,146.7,43.5,21.9,13.7,False,False,False,False,False,ios,4.2.0,63,LTE,-77,en_route_to_restaurant,0.1,0.023,True,clear,103.8,light,dinner,1.462,0,97,2.33
TEL-40EA34279BE8,DRV-1008,PR-240624-VR2VP48,SES-5EB875AC,2025-03-05T13:45:30.000Z,33.090449,-96.691782,144.1,0.0,0.0,10.8,False,False,False,False,False,android,4.2.0,76,5G,-70,delivered,0.0,0.0,True,clear,79.3,light,lunch,3.205,0,100,2.25
TEL-6B9C3CFC4730,DRV-1015,PR-240708-8CDR6JY,SES-8A49DE0A,2025-03-05T20:49:30.000Z,33.04959,-96.642187,136.2,303.9,26.4,17.2,False,False,False,False,False,android,4.1.2,43,5G,-84,en_route_to_customer,0.4,0.157,True,clear,85.0,light,dinner,1.974,0,99,3.38
TEL-EBE3230484C6,DRV-1018,,SES-9D5BADAB,2025-03-04T20:19:30.000Z,33.018899,-96.737863,158.3,0.0,0.0,9.5,False,False,False,False,False,android,4.1.2,58,LTE,-94,idle,0.0,0.0,True,clear,56.6,moderate,dinner,0.0,14,100,2.41
TEL-4A44CFE7E596,DRV-1009,PR-240721-JFPTGVF,SES-14059468,2025-03-04T07:55:30.000Z,32.935413,-96.628899,130.4,156.5,8.5,3.7,False,False,False,False,False,android,4.2.1,95,3G,-102,en_route_to_restaurant,4.2,0.592,True,clear,94.3,heavy,breakfast,0.151,0,100,2.54
TEL-37C676C33D9F,DRV-1008,PR-240607-U7RGA0S,SES-41673F3B,2025-03-05T20:29:00.000Z,32.986697,-96.775447,130.3,314.8,27.6,6.6,False,False,False,False,False,android,4.2.0,46,LTE,-84,en_route_to_customer,1.4,0.656,False,clear,59.1,light,dinner,1.822,0,98,2.94
TEL-F1F468CFB936,DRV-1000,PR-240804-4TZS362,SES-F117AEBF,2025-03-07T08:22:30.000Z,33.026009,-96.597835,139.1,0.0,0.0,17.8,False,False,False,False,False,ios,4.1.2,67,3G,-92,delivered,0.0,0.0,False,clear,47.7,light,breakfast,3.913,0,100,1.33
TEL-8BC40F6BD53C,DRV-1004,PR-240828-PQYEQ89,SES-3CF893F7,2025-03-03T05:20:00.000Z,32.7749,-96.808385,160.3,58.5,20.9,4.2,False,False,False,False,False,android,4.1.2,58,5G,-105,en_route_to_restaurant,4.2,1.468,True,clear,55.8,moderate,breakfast,0.174,0,100,1.39
TEL-5C1C35A8532C,DRV-1002,PR-240610-Q4VCET3,SES-0C2FDB4B,2025-03-02T21:55:00.000Z,32.806906,-96.79929,135.1,113.3,39.2,11.8,False,False,False,False,False,ios,4.2.0,56,5G,-80,en_route_to_customer,1.1,0.734,True,fog,94.6,light,late_night,1.843,0,97,2.97
TEL-3EC25D3F4678,DRV-1000,PR-240709-4QH8PAR,SES-2D084744,2025-03-07T15:40:00.000Z,32.789221,-96.808801,165.7,0.0,0.0,10.1,False,False,False,False,False,ios,4.1.2,86,LTE,-103,waiting_at_restaurant,0.0,0.0,True,clear,56.9,moderate,dinner,1.067,17,100,2.15
TEL-0A3A71C3C26F,DRV-1000,PR-240617-Q14CEXS,SES-86ECC979,2025-03-07T23:32:30.000Z,32.970324,-96.629539,170.3,0.0,0.0,17.0,False,False,False,False,False,ios,4.1.2,89,wifi,-100,delivered,0.0,0.0,True,rain,62.7,moderate,late_night,1.948,0,100,1.89
TEL-7393362057E2,DRV-1013,PR-240809-BE03CVI,SES-4C51DF02,2025-03-09T21:06:30.000Z,32.965344,-96.632545,150.5,209.9,20.7,12.4,False,False,False,False,False,ios,4.2.1,86,3G,-75,en_route_to_restaurant,0.6,0.199,True,clear,48.7,moderate,late_night,0.681,0,98,3.39
TEL-7ACA3F0611A0,DRV-1015,PR-240618-2060WQK,SES-B4E9986A,2025-03-05T11:06:30.000Z,32.991798,-96.639193,123.8,156.9,12.8,13.3,False,False,False,False,True,android,4.1.2,58,LTE,-63,en_route_to_customer,1.0,0.217,True,clear,72.0,heavy,lunch,1.111,0,74,3.36
TEL-ADDB9B710792,DRV-1006,PR-240719-T8ZA02D,SES-17BB611E,2025-03-05T11:19:30.000Z,32.759628,-96.806884,128.5,14.9,27.4,7.8,False,False,False,False,False,ios,4.2.0,91,5G,-95,en_route_to_restaurant,0.1,0.038,True,rain,82.1,light,lunch,0.755,0,100,1.99
TEL-0A2D9E4B75CB,DRV-1006,PR-240608-LI28MT1,SES-BDBF1328,2025-03-05T00:23:00.000Z,32.957048,-96.740689,136.3,309.2,9.4,8.7,False,False,False,False,False,ios,4.2.0,62,5G,-103,en_route_to_customer,11.9,1.858,True,rain,46.9,moderate,late_night,0.548,0,100,2.74
TEL-36977BDADC8A,DRV-1001,PR-240801-FK99F8D,SES-5723E2AE,2025-03-08T14:27:30.000Z,33.057163,-96.641595,134.5,0.0,0.0,9.1,False,False,False,False,False,android,4.2.0,74,5G,-105,delivered,0.0,0.0,True,clear,88.5,moderate,lunch,1.461,0,100,2.81
TEL-28862D4F8AE7,DRV-1019,PR-240621-54NJ0VI,SES-AA9909CF,2025-03-05T02:46:00.000Z,32.980764,-96.762448,140.2,329.8,30.5,4.4,False,False,False,False,False,android,4.1.2,72,wifi,-99,en_route_to_customer,0.2,0.092,True,rain,88.4,light,late_night,1.571,0,98,1.87
TEL-3CB58279EDDC,DRV-1008,PR-240715-YZMC7D5,SES-C4AD1A68,2025-03-06T00:18:30.000Z,33.030129,-96.672428,120.0,308.3,19.5,14.3,False,True,False,False,False,android,4.2.0,86,LTE,-101,en_route_to_customer,5.0,1.61,True,rain,67.0,moderate,late_night,0.825,0,91,1.52
TEL-0EE77FF04897,DRV-1005,PR-240712-6206ESQ,SES-1BFA5532,2025-03-07T08:02:00.000Z,32.825115,-96.792463,155.1,217.6,21.9,9.3,False,False,False,False,False,ios,4.1.2,73,offline,-55,en_route_to_restaurant,4.5,1.632,False,clear,90.4,moderate,breakfast,0.182,0,98,3.62
TEL-1972413D2469,DRV-1006,,SES-D15196F1,2025-03-04T23:59:30.000Z,33.070973,-96.602622,140.8,0.0,0.0,6.1,False,False,False,False,False,ios,4.2.0,46,LTE,-65,idle,0.0,0.0,True,clear,90.7,moderate,late_night,0.0,0,97,1.62
TEL-86952570B489,DRV-1001,PR-240802-SXLC9BW,SES-59E47035,2025-03-08T18:03:00.000Z,32.992404,-96.59017,130.2,310.8,26.8,6.1,False,False,False,False,False,android,4.2.0,58,5G,-58,en_route_to_customer,4.0,1.807,True,rain,95.1,moderate,dinner,0.916,0,100,2.42
TEL-D203F3E9A43C,DRV-1004,PR-240813-U5UZRAM,SES-C4975B60,2025-03-03T10:21:30.000Z,32.769378,-96.8013,121.0,329.9,30.4,12.7,False,False,False,False,False,android,4.1.2,42,LTE,-78,en_route_to_customer,0.1,0.067,True,clear,70.9,light,breakfast,2.853,0,100,2.25
TEL-BD9C780770F8,DRV-1001,PR-240728-AWSXNTV,SES-A5DD30AE,2025-03-08T19:35:00.000Z,33.02726,-96.747721,167.1,0.0,0.0,3.2,False,False,False,False,False,android,4.2.0,50,LTE,-72,delivered,0.0,0.0,True,rain,86.3,light,dinner,1.565,0,98,2.45
TEL-F97415119D0E,DRV-1011,PR-240713-ZYN9GE1,SES-78BF9D52,2025-03-04T19:06:00.000Z,33.042679,-96.66808,162.7,4.6,24.3,16.9,False,False,False,False,False,android,4.2.1,37,LTE,-103,en_route_to_customer,3.0,1.217,True,rain,95.0,moderate,dinner,1.681,0,97,3.2
TEL-2FE171D737FF,DRV-1014,PR-240628-R33QNFP,SES-DB103B5B,2025-03-09T15:04:00.000Z,32.975382,-96.764237,133.1,0.0,0.0,9.9,False,False,False,False,False,ios,4.1.2,49,LTE,-56,waiting_at_restaurant,0.0,0.0,True,clear,54.5,moderate,dinner,0.898,5,99,1.98
TEL-B6D0B64B41F8,DRV-1014,PR-240709-3XCUYLI,SES-3C72C511,2025-03-10T03:30:00.000Z,32.792434,-96.751339,159.7,0.0,0.0,13.5,False,False,False,False,False,ios,4.1.2,53,5G,-101,delivered,0.0,0.0,True,clear,67.7,moderate,late_night,2.222,0,100,2.62
TEL-4CD86DE90C14,DRV-1014,PR-240624-PCQ0XHP,SES-05460BED,2025-03-09T22:36:00.000Z,32.959148,-96.716475,156.2,80.7,24.6,14.3,False,False,False,False,False,ios,4.1.2,80,offline,-61,en_route_to_customer,0.9,0.367,True,clear,55.3,light,late_night,2.527,0,100,3.64
TEL-A7BB55F5E5CF,DRV-1006,PR-240714-HH6PO4O,SES-9F742904,2025-03-05T07:28:00.000Z,32.774537,-96.820205,149.6,302.9,14.0,14.1,False,False,False,False,False,ios,4.2.0,60,5G,-82,en_route_to_customer,3.9,0.909,True,clear,47.1,moderate,breakfast,1.751,0,99,2.55
TEL-FDBC0D88B620,DRV-1002,PR-240812-851BJ6P,SES-7B2D327F,2025-03-02T23:31:30.000Z,32.960738,-96.75178,141.3,0.0,0.0,16.2,False,False,False,False,False,ios,4.2.0,55,5G,-58,delivered,0.0,0.0,True,clear,55.5,light,late_night,3.776,0,100,2.68
TEL-41069146264D,DRV-1017,PR-240605-NBSETAT,SES-19C6FAFB,2025-03-04T15:30:00.000Z,32.984821,-96.610457,148.8,96.5,32.4,3.5,False,True,False,False,False,android,4.1.2,46,LTE,-95,en_route_to_restaurant,0.5,0.277,True,clear,95.6,light,dinner,0.66,0,90,1.85
TEL-D6B18AC0703A,DRV-1010,PR-240828-NECUPL1,SES-77AE9A5C,2025-03-06T22:06:30.000Z,33.047926,-96.64641,147.4,206.0,16.5,16.8,False,False,False,False,False,ios,4.2.0,83,LTE,-98,en_route_to_customer,4.7,1.291,True,clear,70.2,moderate,late_night,1.131,0,100,2.38
TEL-1E58A803E2BE,DRV-1004,PR-240626-1F82UZ9,SES-234B37BB,2025-03-03T14:46:00.000Z,32.995722,-96.777178,150.3,135.4,16.0,5.3,True,False,False,False,False,android,4.1.2,56,3G,-73,en_route_to_restaurant,5.0,1.342,True,rain,50.1,light,lunch,0.133,0,85,2.84
TEL-ABA2E8275D27,DRV-1013,PR-240808-RS70JGV,SES-11445963,2025-03-09T15:48:30.000Z,33.015438,-96.757887,153.7,343.7,39.4,13.7,False,True,False,False,False,ios,4.2.1,85,3G,-78,en_route_to_customer,0.1,0.06,True,rain,54.5,light,dinner,2.691,0,90,1.69
TEL-9A0918EB27CB,DRV-1015,,SES-E7561193,2025-03-06T03:49:30.000Z,32.990176,-96.706647,137.7,0.0,0.0,14.1,False,False,False,False,False,android,4.1.2,39,5G,-102,idle,0.0,0.0,True,clear,49.4,moderate,late_night,0.0,26,100,2.71
TEL-7D2EC0071BB7,DRV-1011,PR-240727-6P56KMR,SES-92FF794E,2025-03-05T10:36:30.000Z,32.985896,-96.789482,155.2,0.0,0.0,3.5,False,False,False,False,False,android,4.2.1,89,LTE,-61,waiting_at_restaurant,0.0,0.0,True,clear,69.9,light,breakfast,0.674,0,98,1.86
TEL-24BB94B25794,DRV-1017,PR-240808-46BMT8G,SES-DB9F86DB,2025-03-04T16:16:30.000Z,32.73939,-96.76057,126.1,119.2,32.0,2.6,False,False,False,True,False,android,4.1.2,39,wifi,-88,en_route_to_customer,0.8,0.442,True,clear,71.1,light,dinner,2.534,0,80,3.0
TEL-2F83FDD0EC95,DRV-1003,PR-240705-KVJZAKD,SES-A35546F2,2025-03-06T00:32:00.000Z,32.764086,-96.77223,148.8,107.3,27.2,8.5,False,False,False,False,False,ios,4.1.2,80,3G,-104,en_route_to_customer,2.7,1.232,True,clear,87.0,moderate,late_night,1.058,0,100,2.44
TEL-B257532CD48C,DRV-1017,PR-240803-3UV16O6,SES-787AA379,2025-03-04T21:16:30.000Z,32.926712,-96.614797,123.7,318.6,23.2,10.1,False,False,False,False,False,android,4.1.2,66,LTE,-59,en_route_to_customer,4.1,1.577,True,clear,55.0,light,late_night,1.417,0,100,2.05
TEL-70D076F7B679,DRV-1006,PR-240615-CG0BN7E,SES-F600D152,2025-03-05T09:33:30.000Z,32.94082,-96.57735,165.9,150.1,17.8,3.2,False,False,False,False,False,ios,4.2.0,56,LTE,-102,en_route_to_customer,0.4,0.111,True,clear,87.8,moderate,breakfast,2.315,0,100,2.34
TEL-3A8B9F978DE4,DRV-1005,PR-240720-KRRFST3,SES-09F4A4A5,2025-03-07T06:53:00.000Z,33.011819,-96.791909,127.1,0.0,0.0,5.6,False,False,False,False,False,ios,4.1.2,79,LTE,-60,waiting_at_restaurant,0.0,0.0,False,clear,87.8,light,breakfast,1.229,10,97,2.67
TEL-963A373648E6,DRV-1013,PR-240731-JNZHWBG,SES-572B8A5A,2025-03-09T09:06:00.000Z,33.056776,-96.62822,168.0,35.3,15.5,4.7,False,False,False,False,False,ios,4.2.1,63,LTE,-99,en_route_to_customer,4.8,1.239,True,clear,98.0,light,breakfast,1.692,0,100,2.6
TEL-00B014466119,DRV-1019,,SES-6998ED73,2025-03-04T18:42:30.000Z,33.024064,-96.676858,131.1,0.0,0.0,3.3,False,False,False,False,False,android,4.1.2,52,LTE,-68,idle,0.0,0.0,True,clear,76.9,heavy,dinner,0.0,28,100,2.41
TEL-D4AA34F8CA66,DRV-1012,PR-240609-3QJ4JNP,SES-AA9BBE4E,2025-03-03T12:31:00.000Z,32.771661,-96.751115,146.7,228.0,23.5,13.3,False,False,False,False,False,android,4.2.0,86,3G,-86,en_route_to_customer,0.1,0.026,True,clear,99.1,moderate,lunch,3.018,0,100,2.64
TEL-6E6349A528D3,DRV-1000,PR-240804-4TZS362,SES-F117AEBF,2025-03-07T08:12:00.000Z,33.08502,-96.654368,125.4,294.6,31.0,7.3,False,False,False,False,False,ios,4.1.2,76,3G,-100,en_route_to_restaurant,0.2,0.079,True,clear,80.5,light,breakfast,0.667,0,100,3.66
TEL-B9C2CF2C8F25,DRV-1004,PR-240813-U5UZRAM,SES-C4975B60,2025-03-03T10:18:30.000Z,32.769778,-96.788347,151.4,276.8,20.7,15.6,False,False,False,False,False,android,4.1.2,45,LTE,-102,en_route_to_customer,2.0,0.674,True,clear,102.7,light,breakfast,1.397,0,97,3.8
TEL-AAD4237E920A,DRV-1000,,SES-2D084744,2025-03-07T15:45:30.000Z,32.76864,-96.760829,166.0,0.0,0.0,7.4,False,False,False,False,False,ios,4.1.2,82,LTE,-97,idle,0.0,0.0,True,clear,80.1,moderate,dinner,0.0,32,100,2.14
TEL-080F812F7B0F,DRV-1019,PR-240724-QVDFGQC,SES-4B475B50,2025-03-05T00:10:00.000Z,32.73531,-96.776082,156.2,0.0,0.0,11.1,False,False,False,False,False,android,4.1.2,89,LTE,-76,delivered,0.0,0.0,True,rain,64.8,heavy,late_night,1.617,0,100,3.63
TEL-FCC581A5C683,DRV-1017,PR-240707-IC62K7C,SES-42A154A1,2025-03-04T09:17:00.000Z,33.046814,-96.626946,148.9,195.3,33.8,3.8,False,False,False,False,False,android,4.1.2,64,5G,-93,en_route_to_restaurant,2.0,1.136,True,clear,72.2,light,breakfast,0.282,0,99,1.33
TEL-5E6380E16AE5,DRV-1015,PR-240707-FMZUZY0,SES-4DAFBC9D,2025-03-06T05:45:00.000Z,32.75415,-96.798175,158.6,0.0,0.0,17.4,False,False,False,False,False,android,4.1.2,40,LTE,-68,waiting_at_restaurant,0.0,0.0,True,clear,94.7,light,breakfast,1.257,32,98,2.45
TEL-03B17244C79C,DRV-1003,PR-240715-ERR3CR0,SES-9754334E,2025-03-06T07:23:30.000Z,33.098724,-96.667088,134.1,46.4,15.7,12.3,False,False,False,False,False,ios,4.1.2,93,5G,-60,en_route_to_customer,0.7,0.189,True,clear,80.7,heavy,breakfast,1.058,0,99,2.48
TEL-6D689857BC4A,DRV-1014,PR-240826-7DIGUH3,SES-77B878C5,2025-03-09T18:18:30.000Z,32.746692,-96.778286,140.1,286.3,16.0,6.2,False,False,False,False,False,ios,4.1.2,81,5G,-83,en_route_to_restaurant,0.2,0.053,True,clear,84.6,heavy,dinner,0.725,0,98,3.13
TEL-51606621DE89,DRV-1010,PR-240602-1E1WZ6T,SES-5ADA5CF0,2025-03-06T17:45:30.000Z,32.75955,-96.794864,153.3,165.9,15.2,11.0,False,False,False,False,False,ios,4.2.0,68,LTE,-101,en_route_to_restaurant,0.3,0.075,True,rain,57.9,moderate,dinner,1.031,0,99,3.3
TEL-308253A589FA,DRV-1010,,SES-4C67820C,2025-03-07T00:39:30.000Z,32.773176,-96.835106,123.9,0.0,0.0,10.2,False,False,False,False,False,ios,4.2.0,56,LTE,-92,idle,0.0,0.0,True,clear,71.9,light,late_night,0.0,14,100,2.96
TEL-D3611A9F2243,DRV-1002,PR-240812-851BJ6P,SES-7B2D327F,2025-03-02T23:22:30.000Z,32.962985,-96.79252,171.2,13.0,32.2,13.6,False,False,False,False,False,ios,4.2.0,64,5G,-103,en_route_to_restaurant,0.7,0.356,True,clear,55.3,light,late_night,1.066,0,100,2.84
TEL-85C407CAF1F9,DRV-1019,PR-240824-IW568IO,SES-F38F9945,2025-03-05T04:08:30.000Z,32.998739,-96.642946,131.5,0.0,0.0,14.2,False,False,False,False,True,android,4.1.2,58,wifi,-101,waiting_at_restaurant,0.0,0.0,False,rain,95.2,moderate,late_night,0.728,22,72,2.19
TEL-5D9A493EF8CA,DRV-1005,PR-240801-7623U4O,SES-A7C29807,2025-03-07T03:58:00.000Z,32.797979,-96.815998,147.0,283.9,31.2,3.3,False,False,False,False,False,ios,4.1.2,42,3G,-87,en_route_to_customer,0.2,0.107,True,clear,71.7,light,late_night,2.446,0,100,2.89
TEL-5A2C4D8433C6,DRV-1001,PR-240729-29E1GIH,SES-C88ECADE,2025-03-08T16:40:00.000Z,33.007775,-96.800013,168.9,305.8,28.0,16.4,False,False,False,True,False,android,4.2.0,49,3G,-68,en_route_to_customer,0.1,0.039,True,clear,63.9,moderate,dinner,2.456,0,79,3.54
TEL-2D67876D5F98,DRV-1019,PR-240815-AWYOEZ1,SES-2D790761,2025-03-04T22:41:00.000Z,32.75107,-96.790257,124.4,0.0,0.0,11.9,False,False,False,False,False,android,4.1.2,62,LTE,-97,waiting_at_restaurant,0.0,0.0,True,clear,81.4,light,late_night,1.05,6,97,3.15
TEL-BAEAAF33F521,DRV-1001,PR-240726-0L3QUIA,SES-B255687C,2025-03-08T07:33:00.000Z,33.012404,-96.604128,164.1,310.7,18.3,14.0,False,True,False,False,False,android,4.2.0,78,5G,-67,en_route_to_customer,0.2,0.067,True,fog,100.6,light,breakfast,2.712,0,93,3.63
TEL-127718441186,DRV-1018,PR-240708-XKNWHAK,SES-CB04DBCD,2025-03-05T01:52:00.000Z,33.045852,-96.639286,123.3,233.0,19.7,10.9,False,False,False,False,False,android,4.1.2,79,LTE,-103,en_route_to_restaurant,0.4,0.135,True,clear,92.9,light,late_night,1.005,0,99,2.28
TEL-C3A8A41BDC60,DRV-1006,PR-240817-5W2XCC5,SES-480E243E,2025-03-05T06:39:30.000Z,32.7826,-96.816488,150.7,139.8,9.3,8.7,False,False,False,True,False,ios,4.2.0,79,5G,-87,en_route_to_restaurant,2.4,0.368,True,clear,95.1,heavy,breakfast,0.331,0,78,1.24
TEL-4F1B6CAD5406,DRV-1010,PR-240806-77DLXBH,SES-57AF3D17,2025-03-07T06:22:30.000Z,32.953754,-96.788875,171.6,0.0,0.0,14.9,False,False,False,False,False,ios,4.2.0,45,3G,-79,waiting_at_restaurant,0.0,0.0,True,clear,56.8,heavy,breakfast,0.357,19,100,3.61
TEL-C68B859DD2A9,DRV-1006,PR-240613-CO76IA1,SES-D2B5E9AB,2025-03-05T03:06:00.000Z,32.952857,-96.621712,142.9,208.7,24.5,14.9,False,False,False,False,False,ios,4.2.0,94,LTE,-74,en_route_to_customer,1.6,0.669,False,clear,62.7,moderate,late_night,1.56,0,100,2.44
TEL-1114B1A6E3ED,DRV-1004,PR-240730-YQ4IL6C,SES-818FE22F,2025-03-02T19:25:30.000Z,32.81664,-96.782937,140.3,23.9,18.6,2.9,False,False,False,True,False,android,4.1.2,58,3G,-75,en_route_to_customer,0.1,0.027,True,clear,91.4,light,dinner,2.004,0,82,2.74
TEL-99681BDD8A7B,DRV-1016,PR-240822-ZNCLYOE,SES-62A7F64D,2025-03-01T22:20:00.000Z,33.059864,-96.642027,159.0,310.6,12.4,10.4,False,False,False,False,False,android,4.2.1,78,5G,-79,en_route_to_restaurant,1.4,0.296,True,fog,72.9,heavy,late_night,0.29,0,98,1.41
TEL-782F2AD74CB1,DRV-1002,PR-240707-RI4UB62,SES-A41DD358,2025-03-02T18:57:30.000Z,33.001325,-96.762287,165.3,105.0,14.6,13.8,False,False,False,False,False,ios,4.2.0,59,wifi,-99,en_route_to_customer,7.0,1.708,True,rain,50.5,heavy,dinner,0.612,0,99,2.44
TEL-876CE73E8962,DRV-1002,PR-240601-GUMI5YM,SES-2AFB9BE0,2025-03-02T21:08:00.000Z,32.80586,-96.802952,134.6,203.8,22.5,16.8,False,False,False,False,False,ios,4.2.0,95,3G,-81,en_route_to_restaurant,0.7,0.257,True,clear,79.9,light,late_night,0.939,0,100,2.26
TEL-3E65EB3D6599,DRV-1009,PR-240812-BACIUK4,SES-7E5FBDDD,2025-03-04T09:24:00.000Z,33.00916,-96.668706,122.2,164.7,23.1,15.8,False,False,False,False,False,android,4.2.1,59,LTE,-63,en_route_to_customer,0.9,0.345,True,clear,92.8,light,breakfast,2.504,0,100,3.47
TEL-48C90EFEB794,DRV-1002,PR-240703-L89SXG1,SES-53450B6A,2025-03-02T18:18:00.000Z,32.941047,-96.632344,123.9,21.5,14.3,2.7,False,False,False,False,False,ios,4.2.0,46,LTE,-105,en_route_to_restaurant,2.6,0.621,True,rain,52.6,heavy,dinner,0.119,0,97,1.9
TEL-12C0455A9E86,DRV-1017,PR-240830-UU30RZ0,SES-C68A0504,2025-03-05T01:07:30.000Z,33.083626,-96.663015,136.7,236.4,16.2,14.9,False,False,False,False,False,android,4.1.2,37,5G,-70,en_route_to_customer,0.3,0.087,True,fog,48.2,heavy,late_night,1.387,0,100,2.56
TEL-01C2D05D0830,DRV-1013,PR-240723-L3HDCJ8,SES-62F6DF25,2025-03-09T16:13:30.000Z,33.022017,-96.621076,172.0,163.7,9.5,16.6,False,False,False,False,False,ios,4.2.1,52,3G,-72,en_route_to_customer,0.5,0.087,False,clear,89.2,moderate,dinner,1.522,0,100,3.23
TEL-4776CD273F93,DRV-1004,,SES-C4975B60,2025-03-03T10:23:00.000Z,32.770249,-96.800171,172.8,0.0,0.0,7.3,False,False,False,False,False,android,4.1.2,42,LTE,-83,idle,0.0,0.0,True,clear,77.0,light,breakfast,0.0,28,98,1.91
TEL-461FD9D871FD,DRV-1009,PR-240720-SP298SB,SES-CA11666D,2025-03-04T12:24:00.000Z,33.076331,-96.658623,125.3,0.0,0.0,14.7,False,False,False,False,False,android,4.2.1,95,LTE,-83,waiting_at_restaurant,0.0,0.0,True,clear,96.4,moderate,lunch,0.471,31,100,2.73
TEL-C74322FE0E48,DRV-1016,PR-240815-PXBPIAO,SES-44676BB3,2025-03-02T05:28:00.000Z,33.005955,-96.726577,159.9,112.2,16.2,9.1,False,False,False,False,False,android,4.2.1,91,LTE,-69,en_route_to_restaurant,0.1,0.039,False,clear,78.6,moderate,breakfast,0.932,0,98,2.94
TEL-7D04FD4DF821,DRV-1018,PR-240627-90MTO0I,SES-C93361C3,2025-03-04T18:43:30.000Z,32.995757,-96.769768,149.2,246.8,17.0,17.6,False,False,False,False,False,android,4.1.2,41,wifi,-84,en_route_to_restaurant,2.1,0.598,True,clear,68.7,heavy,dinner,0.265,0,100,3.33
TEL-4566230085AF,DRV-1002,PR-240813-0588JSN,SES-224E8928,2025-03-02T15:43:00.000Z,32.952908,-96.576131,130.4,249.9,26.0,17.6,False,False,False,True,False,ios,4.2.0,40,LTE,-71,en_route_to_restaurant,3.0,1.281,True,clear,84.0,light,dinner,0.217,0,78,3.71
TEL-E0A66E3F32E5,DRV-1010,PR-240702-W0Q1GQH,SES-079F6869,2025-03-07T09:33:00.000Z,32.72186,-96.800639,148.9,319.2,24.3,15.5,True,False,False,False,False,ios,4.2.0,45,LTE,-89,en_route_to_restaurant,3.7,1.498,False,clear,87.7,light,breakfast,0.203,0,85,2.34
TEL-CF63558300C2,DRV-1008,PR-240829-ROTWOSN,SES-679E03B9,2025-03-05T08:15:30.000Z,33.077853,-96.651628,133.7,358.4,13.0,15.9,False,False,False,False,False,android,4.2.0,35,LTE,-66,en_route_to_customer,2.2,0.479,True,clear,94.0,moderate,breakfast,1.385,0,99,2.37
TEL-4D6D0AC8B125,DRV-1016,PR-240813-3W8RG4C,SES-6C9419E1,2025-03-02T01:28:00.000Z,32.975755,-96.626605,154.4,4.8,20.6,7.0,False,False,False,True,False,android,4.2.1,56,3G,-92,en_route_to_restaurant,5.3,1.82,True,clear,48.2,moderate,late_night,0.172,0,81,3.7
